,-0.0508,-0.04826,-0.04572,-0.04318,-0.04064,-0.0381,-0.03556,-0.03302,-0.03048,-0.02794,-0.0254,-0.02286,-0.02032,-0.01778,-0.01524,-0.0127,-0.01016,-0.00762,-0.00508,-0.00254,0,0.00254,0.00508,0.00762,0.01016,0.0127,0.01524,0.01778,0.02032,0.02286,0.0254,0.02794,0.03048,0.03302,0.03556,0.0381,0.04064,0.04318,0.04572,0.04826,0.0508
-0.034906585,0.066671577,0.06562438,0.064751715,0.063879051,0.063006386,0.062133721,0.061086524,0.060213859,0.059341195,0.058293997,0.057421332,0.056548668,0.05550147,0.054628806,0.053756141,0.052708943,0.051836279,0.050789081,0.049916417,0.048869219,0.047996554,0.046949357,0.046076692,0.045029495,0.043982297,0.043109633,0.042062435,0.041015237,0.040142573,0.039095375,0.038048178,0.037175513,0.036128316,0.035081118,0.03403392,0.032986723,0.032114058,0.031066861,0.030019663,0.028972466,0.027925268
-0.033161256,0.064577182,0.063529985,0.06265732,0.061784656,0.060911991,0.059864793,0.058992129,0.058119464,0.057072267,0.056199602,0.055326937,0.05427974,0.053407075,0.05253441,0.051487213,0.050614548,0.049567351,0.048694686,0.047647489,0.046774824,0.045727626,0.044680429,0.043807764,0.042760567,0.041713369,0.040840704,0.039793507,0.038746309,0.037873645,0.036826447,0.03577925,0.034732052,0.033859387,0.03281219,0.031764992,0.030717795,0.029670597,0.0286234,0.027576202,0.026529005,0.025481807
-0.031415927,0.062308254,0.06143559,0.060562925,0.05969026,0.058643063,0.057770398,0.056897734,0.055850536,0.054977871,0.054105207,0.053058009,0.052185345,0.051138147,0.050265482,0.049218285,0.04834562,0.047298423,0.046425758,0.045378561,0.044505896,0.043458698,0.042411501,0.041538836,0.040491639,0.039444441,0.038571776,0.037524579,0.036477381,0.035604717,0.034557519,0.033510322,0.032463124,0.031415927,0.030368729,0.029321531,0.028448867,0.027401669,0.026354472,0.025307274,0.024260077,0.023212879
-0.029670597,0.060213859,0.059341195,0.05846853,0.057421332,0.056548668,0.055676003,0.054628806,0.053756141,0.052883476,0.051836279,0.050963614,0.049916417,0.049043752,0.047996554,0.04712389,0.046076692,0.045204028,0.04415683,0.043109633,0.042236968,0.04118977,0.040142573,0.039269908,0.038222711,0.037175513,0.036302848,0.035255651,0.034208453,0.033161256,0.032114058,0.031241394,0.030194196,0.029146999,0.028099801,0.027052603,0.026005406,0.024958208,0.023911011,0.022863813,0.021816616,0.020769418
-0.027925268,0.058119464,0.057246799,0.056199602,0.055326937,0.054454273,0.053407075,0.05253441,0.051487213,0.050614548,0.049741884,0.048694686,0.047822022,0.046774824,0.045727626,0.044854962,0.043807764,0.0429351,0.041887902,0.040840704,0.03996804,0.038920842,0.037873645,0.03700098,0.035953783,0.034906585,0.033859387,0.032986723,0.031939525,0.030892328,0.02984513,0.028797933,0.027750735,0.026703538,0.02565634,0.024609142,0.023561945,0.022514747,0.02146755,0.020420352,0.019373155,0.018325957
-0.026179939,0.056025069,0.054977871,0.054105207,0.053232542,0.052185345,0.05131268,0.050265482,0.049392818,0.04834562,0.047472956,0.046425758,0.045553093,0.044505896,0.043633231,0.042586034,0.041538836,0.040666172,0.039618974,0.038571776,0.037699112,0.036651914,0.035604717,0.034557519,0.033684855,0.032637657,0.031590459,0.030543262,0.029496064,0.028448867,0.027401669,0.026354472,0.025481807,0.02443461,0.023387412,0.022340214,0.021118484,0.020071286,0.019024089,0.017976891,0.016929694,0.015882496
-0.02443461,0.053756141,0.052883476,0.052010812,0.050963614,0.05009095,0.049043752,0.048171087,0.04712389,0.046251225,0.045204028,0.044331363,0.043284165,0.042236968,0.041364303,0.040317106,0.039269908,0.038397244,0.037350046,0.036302848,0.035255651,0.034382986,0.033335789,0.032288591,0.031241394,0.030194196,0.029321531,0.028274334,0.027227136,0.026179939,0.025132741,0.024085544,0.023038346,0.021991149,0.020943951,0.019896753,0.018849556,0.017627825,0.016580628,0.01553343,0.014486233,0.013439035
-0.02268928,0.051661746,0.050614548,0.049741884,0.048694686,0.047822022,0.046774824,0.045902159,0.044854962,0.043982297,0.0429351,0.042062435,0.041015237,0.03996804,0.039095375,0.038048178,0.03700098,0.035953783,0.035081118,0.03403392,0.032986723,0.031939525,0.031066861,0.030019663,0.028972466,0.027925268,0.02687807,0.025830873,0.024783675,0.023736478,0.02268928,0.021642083,0.020594885,0.019547688,0.01850049,0.017453293,0.016406095,0.015184364,0.014137167,0.013089969,0.012042772,0.010995574
-0.020943951,0.049392818,0.048520153,0.047472956,0.046600291,0.045553093,0.044680429,0.043633231,0.042586034,0.041713369,0.040666172,0.039793507,0.038746309,0.037699112,0.036651914,0.03577925,0.034732052,0.033684855,0.032637657,0.031764992,0.030717795,0.029670597,0.0286234,0.027576202,0.026529005,0.025481807,0.02443461,0.023387412,0.022340214,0.021293017,0.020245819,0.019198622,0.018151424,0.017104227,0.016057029,0.015009832,0.013788101,0.012740904,0.011693706,0.010646508,0.009599311,0.00837758
